Produkt-ID,Kategorie,Hersteller,Monat,Jahr,Kalendermonat,Preis [€],Wettbewerberpreis [€],Marketingbudget [€],Marketingbudget geschätzt,Kampagne aktiv,Lagerbestand [Stück],Bewertung Durchschnitt,Bewertung ergänzt,Anzahl Bewertungen,Umsatz Vormonat [€],Neues Produkt,Durchschnitt 3 Vormonate [€],Hat 3-Monats-Durchschnitt,Umsatz Vorjahresmonat [€],Hat Vorjahreswert,Umsatz [€],Umsatz korrigiert
PR-0002,Duengemittel,BioGruen,2025-05-01,2025,5,5.76,5.23,58.49,0,0,30,4.3,0,44,76.39,0,67.47333333333319,1,98.21,1,80.9,0
PR-0002,Duengemittel,BioGruen,2025-06-01,2025,6,5.76,5.53,119.84,0,0,106,4.3,0,44,80.9,0,81.46666666666651,1,47.82,1,54.44,0
PR-0002,Duengemittel,BioGruen,2025-07-01,2025,7,5.76,4.92,63.4,0,1,80,4.3,0,44,54.44,0,70.57666666666653,1,51.55,1,53.77,0
PR-0002,Duengemittel,BioGruen,2025-08-01,2025,8,5.76,6.35,68.64,0,0,96,4.3,0,44,53.77,0,63.03666666666653,1,52.85,1,39.1,0
PR-0002,Duengemittel,BioGruen,2025-09-01,2025,9,5.76,6.24,60.55,0,1,185,4.3,0,44,39.1,0,49.10333333333318,1,61.11,1,58.75,0
PR-0002,Duengemittel,BioGruen,2025-10-01,2025,10,5.76,5.01,108.93,0,0,91,4.3,0,44,58.75,0,50.53999999999985,1,55.56,1,55.99,0
PR-0002,Duengemittel,BioGruen,2025-11-01,2025,11,5.76,5.53,90.715,1,0,57,4.3,0,44,55.99,0,51.27999999999985,1,43.43,1,49.02,0
PR-0002,Duengemittel,BioGruen,2025-12-01,2025,12,5.76,6.55,99.57,0,0,102,4.3,0,44,49.02,0,54.58666666666653,1,38.15,1,26.6,0
PR-0003,Werkzeuge,GartenStern,2024-01-01,2024,1,39.34,38.07,102.44,0,0,149,2.7,0,49,,1,,0,,0,608.59,0
PR-0003,Werkzeuge,GartenStern,2024-02-01,2024,2,39.34,39.65,94.05,0,0,39,2.7,0,49,608.59,0,,0,,0,513.85,0
PR-0003,Werkzeuge,GartenStern,2024-03-01,2024,3,39.34,37.63,112.88,0,0,160,2.7,1,49,513.85,0,,0,,0,1062.59,0
PR-0003,Werkzeuge,GartenStern,2024-04-01,2024,4,39.34,40.47,125.24,0,0,45,2.7,0,49,1062.59,0,728.3433333333332,1,,0,1721.33,0
PR-0003,Werkzeuge,GartenStern,2024-05-01,2024,5,39.34,44.98,70.8,0,0,47,2.7,0,49,1721.33,0,1099.2566666666664,1,,0,1587.73,0
PR-0003,Werkzeuge,GartenStern,2024-06-01,2024,6,39.34,45.21,133.03,0,1,154,2.7,0,49,1587.73,0,1457.2166666666665,1,,0,2048.1,0
PR-0003,Werkzeuge,GartenStern,2024-07-01,2024,7,39.34,42.58,77.58,0,0,82,2.7,0,49,2048.1,0,1785.7199999999996,1,,0,1092.89,0
PR-0003,Werkzeuge,GartenStern,2024-08-01,2024,8,39.34,38.21,88.21,0,0,132,2.7,0,49,1092.89,0,1576.2399999999998,1,,0,666.77,0
PR-0003,Werkzeuge,GartenStern,2024-09-01,2024,9,39.34,39.27,81.02,0,0,75,2.7,0,49,666.77,0,1269.253333333333,1,,0,1050.51,0
PR-0003,Werkzeuge,GartenStern,2024-10-01,2024,10,39.34,37.65,103.27,0,0,57,2.7,0,49,1050.51,0,936.723333333333,1,,0,1247.02,0
PR-0003,Werkzeuge,GartenStern,2024-11-01,2024,11,39.34,45.07,70.44,0,0,53,2.7,1,49,1247.02,0,988.0999999999998,1,,0,1025.71,0
PR-0003,Werkzeuge,GartenStern,2024-12-01,2024,12,39.34,41.79,85.69,0,0,57,2.7,0,49,1025.71,0,1107.7466666666662,1,,0,956.45,0
PR-0003,Werkzeuge,GartenStern,2025-01-01,2025,1,39.34,38.74,49.09,0,1,65,2.7,0,49,956.45,0,1076.393333333333,1,608.59,1,726.12,0
PR-0003,Werkzeuge,GartenStern,2025-02-01,2025,2,39.34,33.58,109.3,0,0,152,2.7,0,49,726.12,0,902.7599999999998,1,513.85,1,863.06,0
PR-0003,Werkzeuge,GartenStern,2025-03-01,2025,3,39.34,39.58,111.71,0,0,173,2.7,0,49,863.06,0,848.5433333333331,1,1062.59,1,1176.15,0
PR-0003,Werkzeuge,GartenStern,2025-04-01,2025,4,39.34,45.05,93.06,0,0,49,2.7,0,49,1176.15,0,921.7766666666664,1,1721.33,1,1108.56,0
PR-0003,Werkzeuge,GartenStern,2025-05-01,2025,5,39.34,39.61,85.07,0,0,86,2.7,0,49,1108.56,0,1049.2566666666664,1,1587.73,1,1182.26,0
PR-0003,Werkzeuge,GartenStern,2025-06-01,2025,6,39.34,35.59,110.99,0,0,63,2.7,0,49,1182.26,0,1155.6566666666663,1,2048.1,1,1185.77,0
PR-0003,Werkzeuge,GartenStern,2025-07-01,2025,7,39.34,33.7,70.9,0,0,26,2.7,0,49,1185.77,0,1158.863333333333,1,1092.89,1,741.68,0
PR-0003,Werkzeuge,GartenStern,2025-08-01,2025,8,39.34,37.63,93.38,0,0,115,2.7,1,49,741.68,0,1036.5699999999997,1,666.77,1,894.43,0
PR-0003,Werkzeuge,GartenStern,2025-09-01,2025,9,39.34,44.28,121.36,0,0,167,2.7,0,49,894.43,0,940.6266666666664,1,1050.51,1,896.79,0
PR-0003,Werkzeuge,GartenStern,2025-10-01,2025,10,39.34,45.2,68.1,0,0,56,2.7,0,49,896.79,0,844.2999999999997,1,1247.02,1,1143.75,0
PR-0003,Werkzeuge,GartenStern,2025-11-01,2025,11,39.34,44.6,93.29,0,0,35,2.7,0,49,1143.75,0,978.3233333333332,1,1025.71,1,749.35,0
PR-0003,Werkzeuge,GartenStern,2025-12-01,2025,12,39.34,42.05,91.96,0,0,80,2.7,0,49,749.35,0,929.9633333333333,1,956.45,1,948.02,0
PR-0004,Pflanzen,Hortica,2024-01-01,2024,1,36.77,37.41,69.9,0,0,38,2.4,0,49,,1,,0,,0,271.41,0
PR-0004,Pflanzen,Hortica,2024-02-01,2024,2,36.77,37.77,63.66,0,0,30,2.4,0,49,271.41,0,,0,,0,195.58,0
PR-0004,Pflanzen,Hortica,2024-03-01,2024,3,36.77,37.2,130.99,0,0,26,2.4,0,49,195.58,0,,0,,0,835.93,0
PR-0004,Pflanzen,Hortica,2024-04-01,2024,4,36.77,39.05,91.1,0,0,132,2.4,0,49,835.93,0,434.3066666666664,1,,0,960.48,0
PR-0004,Pflanzen,Hortica,2024-05-01,2024,5,36.77,35.88,53.4,0,0,64,2.4,0,49,960.48,0,663.9966666666664,1,,0,1382.36,0
PR-0004,Pflanzen,Hortica,2024-06-01,2024,6,36.77,38.64,128.75,0,0,85,2.4,0,49,1382.36,0,1059.5899999999997,1,,0,1037.31,0
PR-0004,Pflanzen,Hortica,2024-07-01,2024,7,36.77,32.6,61.4,0,0,85,2.4,0,49,1037.31,0,1126.7166666666665,1,,0,907.32,0
PR-0004,Pflanzen,Hortica,2024-08-01,2024,8,36.77,34.19,112.3,0,1,66,2.4,0,49,907.32,0,1108.9966666666664,1,,0,1200.24,0
PR-0004,Pflanzen,Hortica,2024-09-01,2024,9,36.77,40.48,126.04,0,0,83,2.4,0,49,1200.24,0,1048.2899999999995,1,,0,622.79,0
PR-0004,Pflanzen,Hortica,2024-10-01,2024,10,36.77,41.22,99.87,0,0,67,2.4,0,49,622.79,0,910.1166666666664,1,,0,685.14,0
PR-0004,Pflanzen,Hortica,2024-11-01,2024,11,36.77,37.2,99.11,0,0,50,2.4,0,49,685.14,0,836.0566666666663,1,,0,285.04,0
PR-0004,Pflanzen,Hortica,2024-12-01,2024,12,36.77,31.6,115.63,0,0,24,2.4,1,49,285.04,0,530.9899999999997,1,,0,256.39,0
PR-0004,Pflanzen,Hortica,2025-01-01,2025,1,36.77,41.48,92.88,0,0,140,2.4,0,49,256.39,0,408.8566666666664,1,271.41,1,274.92,0
PR-0004,Pflanzen,Hortica,2025-02-01,2025,2,36.77,39.0,82.44,0,0,34,2.4,0,49,274.92,0,272.1166666666664,1,195.58,1,311.2,0
PR-0004,Pflanzen,Hortica,2025-03-01,2025,3,36.77,35.82,143.06,0,0,76,2.4,0,49,311.2,0,280.8366666666664,1,835.93,1,899.8,0
PR-0004,Pflanzen,Hortica,2025-04-01,2025,4,36.77,37.86,169.43,0,1,36,2.4,0,49,899.8,0,495.3066666666664,1,960.48,1,1996.06,0
PR-0004,Pflanzen,Hortica,2025-05-01,2025,5,36.77,36.0,179.08,0,0,48,2.4,0,49,1996.06,0,1069.0199999999998,1,1382.36,1,1492.03,0
PR-0004,Pflanzen,Hortica,2025-06-01,2025,6,36.77,36.39,92.05,0,0,102,2.4,0,49,1492.03,0,1462.63,1,1037.31,1,1067.92,0
PR-0004,Pflanzen,Hortica,2025-07-01,2025,7,36.77,41.04,57.0,0,0,23,2.4,0,49,1067.92,0,1518.6699999999998,1,907.32,1,607.41,0
PR-0004,Pflanzen,Hortica,2025-08-01,2025,8,36.77,33.03,77.57,0,0,30,2.4,1,49,607.41,0,1055.7866666666664,1,1200.24,1,353.83,0
PR-0004,Pflanzen,Hortica,2025-09-01,2025,9,36.77,32.4,109.0,0,1,86,2.4,0,49,353.83,0,676.3866666666664,1,622.79,1,799.66,0
PR-0004,Pflanzen,Hortica,2025-10-01,2025,10,36.77,31.28,88.01,0,0,35,2.4,0,49,799.66,0,586.9666666666664,1,685.14,1,342.8,0
PR-0004,Pflanzen,Hortica,2025-11-01,2025,11,36.77,34.72,70.35,0,0,38,2.4,0,49,342.8,0,498.7633333333329,1,285.04,1,253.43,0
PR-0004,Pflanzen,Hortica,2025-12-01,2025,12,36.77,32.88,84.11,0,0,29,2.4,0,49,253.43,0,465.2966666666664,1,256.39,1,270.96,0
PR-0005,Pflanzen,Vivero,2024-01-01,2024,1,25.44,23.3,40.23,0,0,36,3.2,0,47,,1,,0,,0,177.8,0
PR-0005,Pflanzen,Vivero,2024-02-01,2024,2,25.44,21.71,78.18,0,0,75,3.2,0,47,177.8,0,,0,,0,247.48,0
PR-0005,Pflanzen,Vivero,2024-03-01,2024,3,25.44,23.36,128.21,0,0,75,3.2,0,47,247.48,0,,0,,0,769.01,0
PR-0005,Pflanzen,Vivero,2024-04-01,2024,4,25.44,24.16,129.29,0,0,65,3.2,0,47,769.01,0,398.0966666666664,1,,0,1106.84,0
PR-0005,Pflanzen,Vivero,2024-05-01,2024,5,25.44,21.86,141.28,0,0,78,3.2,0,47,1106.84,0,707.7766666666663,1,,0,1054.96,0
PR-0005,Pflanzen,Vivero,2024-06-01,2024,6,25.44,26.26,159.75,0,0,119,3.2,0,47,1054.96,0,976.9366666666664,1,,0,725.86,0
PR-0005,Pflanzen,Vivero,2024-07-01,2024,7,25.44,25.97,94.1,0,0,31,3.2,0,47,725.86,0,962.5533333333332,1,,0,683.0,0
PR-0005,Pflanzen,Vivero,2024-08-01,2024,8,25.44,22.36,74.78,0,0,91,3.2,0,47,683.0,0,821.2733333333331,1,,0,652.76,0
PR-0005,Pflanzen,Vivero,2024-09-01,2024,9,25.44,26.17,122.12,0,0,78,3.2,0,47,652.76,0,687.2066666666664,1,,0,639.36,0
PR-0005,Pflanzen,Vivero,2024-10-01,2024,10,25.44,29.25,113.51,0,0,22,3.2,0,47,639.36,0,658.373333333333,1,,0,638.38,0
PR-0005,Pflanzen,Vivero,2024-11-01,2024,11,25.44,28.83,87.56,0,1,69,3.2,0,47,638.38,0,643.4999999999997,1,,0,375.98,0
PR-0005,Pflanzen,Vivero,2024-12-01,2024,12,25.44,21.64,68.54,0,0,162,3.2,0,47,375.98,0,551.2399999999998,1,,0,164.84,0
PR-0005,Pflanzen,Vivero,2025-01-01,2025,1,25.44,27.69,72.03,0,1,64,3.2,0,47,164.84,0,393.0666666666664,1,177.8,1,305.26,0
PR-0005,Pflanzen,Vivero,2025-02-01,2025,2,25.44,24.32,46.27,0,0,69,3.2,0,47,305.26,0,282.0266666666664,1,247.48,1,270.05,0
PR-0005,Pflanzen,Vivero,2025-03-01,2025,3,25.44,22.11,128.05,0,1,20,3.2,0,47,270.05,0,246.7166666666664,1,769.01,1,954.32,0
PR-0005,Pflanzen,Vivero,2025-04-01,2025,4,25.44,23.88,146.89,0,0,36,3.2,1,47,954.32,0,509.8766666666664,1,1106.84,1,1345.01,0
PR-0005,Pflanzen,Vivero,2025-05-01,2025,5,25.44,24.08,70.96,0,0,50,3.2,0,47,1345.01,0,856.4599999999997,1,1054.96,1,878.18,0
PR-0005,Pflanzen,Vivero,2025-06-01,2025,6,25.44,25.62,136.11,0,0,151,3.2,0,47,878.18,0,1059.1699999999996,1,725.86,1,1086.99,0
PR-0005,Pflanzen,Vivero,2025-07-01,2025,7,25.44,26.67,107.64,0,0,39,3.2,0,47,1086.99,0,1103.3933333333327,1,683.0,1,824.22,0
PR-0005,Pflanzen,Vivero,2025-08-01,2025,8,25.44,27.34,64.49,0,0,45,3.2,0,47,824.22,0,929.7966666666662,1,652.76,1,651.67,0
PR-0005,Pflanzen,Vivero,2025-09-01,2025,9,25.44,23.5,57.44,0,0,39,3.2,0,47,651.67,0,854.293333333333,1,639.36,1,587.67,0
PR-0005,Pflanzen,Vivero,2025-10-01,2025,10,25.44,24.08,93.41,0,0,36,3.2,0,47,587.67,0,687.8533333333329,1,638.38,1,477.45,0
PR-0005,Pflanzen,Vivero,2025-11-01,2025,11,25.44,23.98,66.05,0,0,52,3.2,0,47,477.45,0,572.2633333333329,1,375.98,1,296.56,0
PR-0005,Pflanzen,Vivero,2025-12-01,2025,12,25.44,24.39,111.31,0,0,82,3.2,0,47,296.56,0,453.8933333333328,1,164.84,1,349.04,0
PR-0006,Pflanzen,Hortica,2024-01-01,2024,1,33.8,38.87,92.58,0,0,64,3.4,0,39,,1,,0,,0,299.32,0
PR-0006,Pflanzen,Hortica,2024-02-01,2024,2,33.8,36.62,85.66,0,0,31,3.4,0,39,299.32,0,,0,,0,264.97,0
PR-0006,Pflanzen,Hortica,2024-03-01,2024,3,33.8,38.62,111.06,0,0,170,3.4,0,39,264.97,0,,0,,0,835.48,0
PR-0006,Pflanzen,Hortica,2024-04-01,2024,4,33.8,35.76,155.32,0,1,90,3.4,0,39,835.48,0,466.5899999999995,1,,0,2281.14,0
PR-0006,Pflanzen,Hortica,2024-05-01,2024,5,33.8,32.85,146.71,0,0,148,3.4,0,39,2281.14,0,1127.196666666666,1,,0,1207.78,0
PR-0006,Pflanzen,Hortica,2024-06-01,2024,6,33.8,32.68,124.19,0,0,64,3.4,0,39,1207.78,0,1441.4666666666662,1,,0,390.17,0
PR-0006,Pflanzen,Hortica,2024-07-01,2024,7,33.8,33.68,67.77,0,0,56,3.4,0,39,390.17,0,1293.0299999999995,1,,0,645.86,0
PR-0006,Pflanzen,Hortica,2024-08-01,2024,8,33.8,32.96,178.43,0,0,86,3.4,0,39,645.86,0,747.9366666666662,1,,0,709.76,0
PR-0006,Pflanzen,Hortica,2024-09-01,2024,9,33.8,37.13,60.21,0,0,152,3.4,0,39,709.76,0,581.9299999999995,1,,0,625.87,0
PR-0006,Pflanzen,Hortica,2024-10-01,2024,10,33.8,33.45,76.12,0,0,202,3.4,1,39,625.87,0,660.4966666666661,1,,0,656.88,0
PR-0006,Pflanzen,Hortica,2024-11-01,2024,11,33.8,31.73,37.77,0,0,51,3.4,0,39,656.88,0,664.1699999999995,1,,0,327.76,0
PR-0006,Pflanzen,Hortica,2024-12-01,2024,12,33.8,36.59,83.64,0,1,117,3.4,0,39,327.76,0,536.8366666666662,1,,0,305.08,0
PR-0006,Pflanzen,Hortica,2025-01-01,2025,1,33.8,37.39,75.26,0,0,108,3.4,0,39,305.08,0,429.90666666666624,1,299.32,1,285.06,0
PR-0006,Pflanzen,Hortica,2025-02-01,2025,2,33.8,32.99,92.22,0,0,76,3.4,0,39,285.06,0,305.9666666666662,1,264.97,1,299.99,0
PR-0006,Pflanzen,Hortica,2025-03-01,2025,3,33.8,35.5,45.91,0,0,299,3.4,0,39,299.99,0,296.7099999999995,1,835.48,1,718.83,0
PR-0006,Pflanzen,Hortica,2025-04-01,2025,4,33.8,29.33,148.06,0,0,57,3.4,0,39,718.83,0,434.6266666666663,1,2281.14,1,1377.2,0
PR-0006,Pflanzen,Hortica,2025-05-01,2025,5,33.8,34.1,88.66,0,0,53,3.4,0,39,1377.2,0,798.6733333333328,1,1207.78,1,1619.84,0
PR-0006,Pflanzen,Hortica,2025-06-01,2025,6,33.8,29.19,103.17,0,0,98,3.4,0,39,1619.84,0,1238.623333333333,1,390.17,1,1081.23,0
PR-0006,Pflanzen,Hortica,2025-07-01,2025,7,33.8,29.03,122.83,0,0,37,3.4,0,39,1081.23,0,1359.423333333333,1,645.86,1,650.75,0
PR-0006,Pflanzen,Hortica,2025-08-01,2025,8,33.8,34.95,100.29,0,0,107,3.4,0,39,650.75,0,1117.2733333333329,1,709.76,1,955.54,0
